code,year,diag_age,rate,lower95,upper95,Race,Sex
di,1992,20-24,,,,Black,F
di,1992,25-29,,,,Black,F
di,1992,30-34,,,,Black,F
di,1992,35-39,19.189,12.295,28.551,Black,F
di,1992,40-44,28.412,19.169,40.56,Black,F
di,1992,45-49,59.596,43.303,80.005,Black,F
di,1992,50-54,85.309,62.9,113.107,Black,F
di,1992,55-59,188.153,150.703,232.086,Black,F
di,1992,60-64,245.803,201.243,297.291,Black,F
di,1992,65-69,307.871,255.668,367.598,Black,F
di,1992,70-74,480.075,407.02,562.458,Black,F
di,1992,75-79,597.027,503.187,703.29,Black,F
di,1992,80-84,692.521,563.463,842.291,Black,F
di,1992,85+,751.339,607.158,919.448,Black,F
di,1993,All ages,63.558,59.542,67.773,Black,F
di,1993,00-04,,,,Black,F
di,1993,00,,,,Black,F
di,1993,01-04,,,,Black,F
di,1993,05-09,,,,Black,F
di,1993,10-14,,,,Black,F
di,1993,15-19,,,,Black,F
di,1993,20-24,,,,Black,F
di,1993,25-29,,,,Black,F
di,1993,30-34,,,,Black,F
di,1993,35-39,12.395,7.085,20.129,Black,F
di,1993,40-44,22.06,14.135,32.824,Black,F
di,1993,45-49,63.352,47.021,83.522,Black,F
di,1993,50-54,121.877,95.361,153.484,Black,F
di,1993,55-59,180.188,143.928,222.805,Black,F
di,1993,60-64,241.675,197.466,292.83,Black,F
di,1993,65-69,289.636,239.124,347.664,Black,F
di,1993,70-74,419.494,351.957,496.215,Black,F
di,1993,75-79,532.225,444.022,632.817,Black,F
di,1993,80-84,597.635,481.779,732.947,Black,F
di,1993,85+,686.604,552.11,843.952,Black,F
di,1994,All ages,65.376,61.348,69.598,Black,F
di,1994,00-04,,,,Black,F
di,1994,00,,,,Black,F
di,1994,01-04,,,,Black,F
di,1994,05-09,,,,Black,F
di,1994,10-14,,,,Black,F
di,1994,15-19,,,,Black,F
di,1994,20-24,,,,Black,F
di,1994,25-29,,,,Black,F
di,1994,30-34,12.113,7.056,19.394,Black,F
di,1994,35-39,,,,Black,F
di,1994,40-44,34.766,24.722,47.527,Black,F
di,1994,45-49,66.842,50.625,86.601,Black,F
di,1994,50-54,104.418,80.587,133.089,Black,F
di,1994,55-59,147.826,115.665,186.162,Black,F
di,1994,60-64,294.53,245.351,350.676,Black,F
di,1994,65-69,296.044,245.043,354.529,Black,F
di,1994,70-74,445.163,375.884,523.511,Black,F
di,1994,75-79,501.263,416.599,598.078,Black,F
di,1994,80-84,643.883,526.099,780.172,Black,F
di,1994,85+,693.932,560.768,849.197,Black,F
di,1995,All ages,67.373,63.328,71.608,Black,F
di,1995,00-04,,,,Black,F
di,1995,00,,,,Black,F
di,1995,01-04,,,,Black,F
di,1995,05-09,,,,Black,F
di,1995,10-14,,,,Black,F
di,1995,15-19,,,,Black,F
di,1995,20-24,,,,Black,F
di,1995,25-29,,,,Black,F
di,1995,30-34,,,,Black,F
di,1995,35-39,18.43,11.927,27.206,Black,F
di,1995,40-44,26.818,18.222,38.067,Black,F
di,1995,45-49,51.222,37.636,68.114,Black,F
di,1995,50-54,113.119,88.823,142.01,Black,F
di,1995,55-59,133.416,103.395,169.433,Black,F
di,1995,60-64,240.757,196.716,291.718,Black,F
di,1995,65-69,327.369,273.713,388.47,Black,F
di,1995,70-74,498.056,424.746,580.386,Black,F
di,1995,75-79,548.228,460.579,647.703,Black,F
di,1995,80-84,703.336,581.678,842.93,Black,F
di,1995,85+,769.883,632.154,928.708,Black,F
di,1996,All ages,63.506,59.625,67.574,Black,F
di,1996,00-04,,,,Black,F
di,1996,00,,,,Black,F
di,1996,01-04,,,,Black,F
di,1996,05-09,,,,Black,F
di,1996,10-14,,,,Black,F
di,1996,15-19,,,,Black,F
di,1996,20-24,,,,Black,F
di,1996,25-29,,,,Black,F
di,1996,30-34,,,,Black,F
di,1996,35-39,,,,Black,F
di,1996,40-44,20.872,13.507,30.812,Black,F
di,1996,45-49,44.37,32.239,59.565,Black,F
di,1996,50-54,97.909,75.878,124.341,Black,F
di,1996,55-59,175.608,141.389,215.608,Black,F
di,1996,60-64,243.387,199.266,294.37,Black,F
di,1996,65-69,282.168,232.547,339.244,Black,F
di,1996,70-74,497.467,424.457,579.431,Black,F
di,1996,75-79,573.761,485.334,673.639,Black,F
di,1996,80-84,620.751,507.713,751.457,Black,F
di,1996,85+,687.749,560.777,834.88,Black,F
di,1997,All ages,69.197,65.183,73.392,Black,F
di,1997,00-04,,,,Black,F
di,1997,00,,,,Black,F
di,1997,01-04,,,,Black,F
di,1997,05-09,,,,Black,F
di,1997,10-14,,,,Black,F
di,1997,15-19,,,,Black,F
di,1997,20-24,,,,Black,F
di,1997,25-29,,,,Black,F
di,1997,30-34,,,,Black,F
di,1997,35-39,12.834,7.606,20.283,Black,F
di,1997,40-44,28.932,20.264,40.054,Black,F
di,1997,45-49,52.339,39.319,68.291,Black,F
di,1997,50-54,104.98,82.982,131.02,Black,F
di,1997,55-59,201.731,165.799,243.141,Black,F
di,1997,60-64,222.53,180.661,271.193,Black,F
di,1997,65-69,388.724,329.937,454.965,Black,F
di,1997,70-74,484.007,412.131,564.813,Black,F
